opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
ZV5KZF37,Vivaan Mohanty,Market360,Infosys,Lost,2022-10-27,2023-02-18,3863
WBGMP0LT,Kavya Qureshi,Market360,Reliance Retail,Proposal,2023-03-17,2023-05-24,7213
T23I1766,Siddharth Rout,TrackPro,Mahindra,Won,2023-07-10,2023-11-30,781
VEEG2RX4,Kavya Patel,FinSuite Basic,Flipkart,Won,2023-05-09,2023-09-05,3644
FJVICYRV,Ira Khan,BizCRM Pro,Asian Paints,Proposal,2023-06-11,2023-07-29,5001
700R826O,Meera Reddy,Market360,Wipro,Negotiation,2022-12-09,2023-02-07,13308
01HLE3CX,Ishaan Banerjee,BizCRM Pro,Reliance Retail,Prospecting,2023-02-18,2023-05-18,19516
GB5GBSOQ,Aditya Rout,TrackPro,Mahindra,Proposal,2023-07-09,2023-12-26,16822
5D6WWUOR,Diya Nair,TrackPro,Godrej,Prospecting,2023-07-15,2023-12-20,61
VF4RMZBA,Ananya Yadav,FinSuite Advanced,Reliance Retail,Won,2024-02-03,2024-02-15,17592
6IT6II6H,Riya Reddy,BizCRM Lite,HDFC Bank,Lost,2023-07-22,2023-09-22,8497
6OEH8K2M,Myra Kapoor,FinSuite Basic,HDFC Bank,Prospecting,2023-03-10,2023-06-30,18842
6ONALXEG,Ira Rout,TrackPro,ICICI Bank,Proposal,2023-01-24,2023-06-08,1217
OPHDUZXF,Aditya Khan,Market360,Flipkart,Won,2024-12-04,2025-02-03,10410
PDHZ13VI,Myra Banerjee,BizCRM Lite,ICICI Bank,Won,2022-06-17,2022-10-04,12620
WJECCI4L,Myra Pillai,FinSuite Basic,Infosys,Prospecting,2023-12-13,2024-02-02,6457
BV1CTIOO,Ishaan Sharma,TrackPro,Flipkart,Negotiation,2024-01-16,2024-03-05,10683
3UAQI7XO,Farhan Iyer,BizCRM Lite,Aditya Birla Group,Prospecting,2025-01-01,2025-01-12,17723
UN7O1QC5,Ishaan Das,BizCRM Lite,Reliance Retail,Prospecting,2023-05-09,2023-08-10,16606
A4H59ZGD,Ananya Mohanty,FinSuite Basic,L&T,Lost,2024-12-03,2025-04-15,11391
N6NJFRYU,Kavya Khan,TrackPro,Marico,Won,2024-06-16,2024-12-23,12572
22RWLS4G,Meera Rout,BizCRM Pro,Godrej,Won,2022-04-24,2022-11-08,16653
6LLUHXOW,Myra Reddy,FinSuite Basic,Air India,Lost,2023-10-22,2024-02-22,19156
GHLKM1JW,Tanvi Qureshi,Market360,Mahindra,Won,2022-01-11,2022-02-22,6242
XJK2UTK4,Farhan Chatterjee,FinSuite Advanced,Flipkart,Negotiation,2022-06-15,2022-08-09,1259
ASGRSU4V,Ananya Yadav,TrackPro,Flipkart,Prospecting,2022-03-04,2022-08-17,957
EMBGTJT1,Vivaan Kapoor,FinSuite Basic,Godrej,Lost,2024-03-08,2024-04-29,16564
2QCWWITE,Diya Yadav,BizCRM Lite,Flipkart,Won,2022-01-28,2022-03-27,818
KM68PMU9,Meera Bhatt,BizCRM Pro,Marico,Proposal,2022-12-21,2023-05-11,16138
UEWPXRZZ,Saanvi Banerjee,TrackPro,L&T,Proposal,2023-09-25,2024-02-17,17000
6WCL5GJX,Farhan Pillai,FinSuite Advanced,Wipro,Prospecting,2024-04-03,2024-06-23,6691
03M2703J,Ishaan Shetty,SalesEdge Premium,Godrej,Lost,2024-04-07,2024-05-02,11261
5THQMNRD,Saanvi Banerjee,Market360,HDFC Bank,Proposal,2022-04-04,2022-10-18,16300
9W0XKCVZ,Rohan Yadav,BizCRM Lite,HDFC Bank,Lost,2022-01-29,2022-06-20,6916
17WMVAS3,Vivaan Mohanty,SalesEdge Premium,Air India,Prospecting,2024-02-04,2024-05-30,7185
WQF0G58C,Arjun Patel,FinSuite Basic,Infosys,Prospecting,2022-06-29,2022-09-30,18581
38OUVXQI,Krishna Kapoor,FinSuite Advanced,L&T,Negotiation,2024-09-01,2025-03-01,670
O3DV5BH6,Meera Mohanty,SalesEdge Premium,Wipro,Lost,2022-02-27,2022-05-07,746
ZL9BCM50,Ishaan Das,BizCRM Pro,Wipro,Prospecting,2023-08-19,2023-11-09,9159
K69ZPE9O,Saanvi Verma,FinSuite Basic,Tata Motors,Negotiation,2024-08-26,2025-01-25,14664
GRC0ASZL,Meera Bhatt,SalesEdge Premium,Godrej,Proposal,2023-05-09,2023-09-25,8680
J928COPX,Rohan Kapoor,TrackPro,HDFC Bank,Lost,2023-02-18,2023-05-28,1788
EWHOTPX5,Arjun Rout,FinSuite Basic,Tata Motors,Negotiation,2024-02-29,2024-04-29,8436
KD23H2OJ,Kavya Rout,TrackPro,Aditya Birla Group,Proposal,2023-04-18,2023-05-29,11924
UBZFLX58,Myra Das,FinSuite Advanced,Wipro,Lost,2022-05-01,2022-10-13,4059
16S9GMTR,Saanvi Desai,TrackPro,Mahindra,Prospecting,2024-12-10,2025-04-21,9504
4XDKZ6G0,Ishaan Nair,FinSuite Basic,Wipro,Negotiation,2024-11-24,2025-03-31,4627
ITL82KAZ,Aditya Khan,BizCRM Pro,Marico,Prospecting,2022-05-07,2022-05-24,11963
C5R1WFVI,Meera Das,Market360,Asian Paints,Won,2024-04-21,2024-09-06,11436
P7WIKN3W,Farhan Nair,FinSuite Basic,Flipkart,Won,2023-06-18,2023-10-25,18829
OVXQ77EY,Aarav Patel,TrackPro,Asian Paints,Negotiation,2024-01-27,2024-04-06,15138
KGHP30GP,Myra Patel,BizCRM Lite,Air India,Proposal,2024-03-18,2024-06-20,7341
53D54NRK,Aditya Pillai,SalesEdge Premium,ICICI Bank,Won,2022-11-13,2022-11-29,7746
QC3MGZ78,Farhan Iyer,BizCRM Pro,L&T,Won,2022-04-25,2022-06-07,13234
C86RE5DL,Kavya Das,BizCRM Pro,Asian Paints,Lost,2022-05-19,2022-08-01,720
FLH1EAQL,Myra Shetty,Market360,Wipro,Won,2022-08-15,2022-11-03,8733
MG2AQ4SH,Meera Qureshi,FinSuite Basic,L&T,Negotiation,2023-07-30,2023-09-14,15548
74IU0PSY,Arjun Menon,Market360,Marico,Prospecting,2023-07-20,2023-07-31,3858
0IZDKQ7B,Diya Banerjee,BizCRM Pro,Wipro,Prospecting,2024-10-01,2024-12-14,3703
WTLVZSFH,Diya Menon,Market360,HDFC Bank,Prospecting,2024-01-20,2024-06-29,17465
89CORZAL,Myra Iyer,FinSuite Basic,Godrej,Negotiation,2022-02-22,2022-03-06,16198
U8J7OHZG,Arjun Yadav,SalesEdge Premium,Wipro,Negotiation,2024-03-14,2024-07-01,17297
S8HWBEQC,Meera Kapoor,FinSuite Advanced,Tata Motors,Prospecting,2024-04-19,2024-05-04,17167
LMH7PHA9,Diya Rout,TrackPro,ICICI Bank,Lost,2023-03-24,2023-06-23,3767
RKL7B42V,Myra Shetty,FinSuite Advanced,Tata Motors,Won,2024-09-09,2025-01-27,16698
R4BMLU99,Myra Desai,BizCRM Lite,Tata Motors,Won,2023-09-18,2024-04-03,1269
2FM9F3P7,Farhan Kapoor,BizCRM Pro,Reliance Retail,Won,2022-05-06,2022-06-30,8814
3BLTLKAG,Meera Qureshi,FinSuite Basic,Flipkart,Prospecting,2022-05-05,2022-08-15,14302
2GISZ2QF,Aarav Desai,SalesEdge Premium,Mahindra,Prospecting,2024-05-09,2024-10-30,18923
4BD8CIXC,Vihaan Shetty,FinSuite Basic,Asian Paints,Prospecting,2022-02-06,2022-07-12,19608
UOPLCA1Y,Arjun Nair,Market360,Marico,Negotiation,2022-04-29,2022-10-22,4566
E3R7B67Y,Meera Shetty,BizCRM Lite,Flipkart,Lost,2023-11-18,2024-02-01,8094
1NWGRAOF,Tanvi Chatterjee,SalesEdge Premium,Asian Paints,Lost,2023-05-10,2023-07-20,16194
HMQ2KE3Q,Meera Mohanty,BizCRM Lite,Aditya Birla Group,Won,2024-09-20,2024-10-08,16538
7NZB4K7J,Tanvi Qureshi,BizCRM Pro,L&T,Won,2024-06-03,2024-07-06,7857
M9HZOIK6,Meera Patel,FinSuite Advanced,Reliance Retail,Prospecting,2022-05-16,2022-06-07,2350
654ITWDF,Ira Sharma,FinSuite Advanced,Aditya Birla Group,Negotiation,2023-03-15,2023-09-26,16775
04DIAAX4,Kavya Mohanty,SalesEdge Premium,Air India,Lost,2022-10-04,2022-12-14,12168
OUI5PKJJ,Saanvi Desai,FinSuite Advanced,Godrej,Proposal,2023-06-28,2023-09-11,5013
D3E6UOZW,Farhan Das,TrackPro,Mahindra,Negotiation,2022-12-07,2023-04-12,2875
5JQMB89O,Meera Das,BizCRM Lite,Godrej,Negotiation,2023-10-16,2023-11-14,18027
USE2Y5UI,Ishaan Banerjee,Market360,Flipkart,Won,2023-07-08,2023-09-22,19186
SUKL7EEP,Riya Verma,TrackPro,Reliance Retail,Prospecting,2023-11-29,2024-01-24,826
SISMCPHN,Krishna Bhatt,FinSuite Advanced,Marico,Lost,2024-11-02,2025-04-24,8979
9Z3WBQX7,Vivaan Shetty,SalesEdge Premium,ICICI Bank,Proposal,2024-07-07,2024-11-16,7031
IB7N1IFR,Aisha Rout,BizCRM Pro,Infosys,Prospecting,2022-04-28,2022-05-24,7283
I5PPSLN6,Diya Pillai,BizCRM Lite,Mahindra,Proposal,2022-02-22,2022-09-10,5490
G69BDVSL,Arjun Bhatt,FinSuite Advanced,Godrej,Won,2023-07-22,2023-08-10,10534
L946OD2I,Riya Desai,BizCRM Lite,Air India,Proposal,2024-10-31,2025-02-12,740
4MQUQFUF,Vihaan Das,TrackPro,Flipkart,Lost,2024-09-28,2025-03-16,6118
QVCPBV81,Aisha Pillai,FinSuite Advanced,Marico,Proposal,2023-04-10,2023-10-02,10247
FIFBPBNB,Myra Rout,BizCRM Pro,Asian Paints,Prospecting,2023-03-14,2023-05-24,19737
LL35IX0L,Vihaan Das,BizCRM Lite,Tata Motors,Prospecting,2023-08-30,2023-11-03,19460
RWD2Y6L4,Aarav Desai,FinSuite Basic,Godrej,Won,2024-07-19,2025-01-07,7263
H1ESEW8G,Rohan Das,FinSuite Advanced,Asian Paints,Prospecting,2024-03-19,2024-09-20,6950
UYSA034G,Aditya Menon,TrackPro,Reliance Retail,Proposal,2024-06-26,2024-10-01,8404
XRWLAQLS,Ananya Rout,FinSuite Advanced,ICICI Bank,Proposal,2022-03-19,2022-06-12,1098
BQKSXC3X,Farhan Desai,Market360,Air India,Prospecting,2024-10-21,2024-12-19,14833
REA6QI48,Farhan Mohanty,FinSuite Basic,Flipkart,Proposal,2024-12-29,2025-06-18,13849
Z89BMWQ8,Tanvi Qureshi,TrackPro,Infosys,Prospecting,2024-04-01,2024-08-21,9676
44QOXXEM,Vihaan Bhatt,BizCRM Pro,Wipro,Negotiation,2022-06-03,2022-08-27,4175
C8P58DYT,Ishaan Qureshi,TrackPro,Aditya Birla Group,Lost,2023-04-01,2023-04-11,16308
RWACLUKU,Farhan Banerjee,SalesEdge Premium,Mahindra,Proposal,2023-06-24,2023-07-24,18164
L4DTVBID,Tanvi Mohanty,FinSuite Advanced,Marico,Lost,2023-11-08,2023-12-25,17970
3ABLHRLM,Ira Khan,SalesEdge Premium,ICICI Bank,Prospecting,2023-06-05,2023-06-19,8431
MFDFUG2G,Kavya Desai,BizCRM Lite,ICICI Bank,Lost,2022-06-08,2022-07-05,5521
CP7UL00I,Aisha Shetty,BizCRM Pro,Reliance Retail,Won,2022-12-16,2023-03-20,9969
V0FCB1H1,Kavya Reddy,BizCRM Pro,Mahindra,Proposal,2023-11-13,2024-03-06,14997
7C147XWS,Ananya Das,BizCRM Lite,Wipro,Proposal,2022-08-01,2022-10-21,3089
7GLKX53U,Meera Patel,SalesEdge Premium,ICICI Bank,Lost,2024-08-05,2024-09-18,6672
J0PDPH38,Kavya Mohanty,TrackPro,ICICI Bank,Proposal,2024-11-04,2025-03-05,4437
H12ZHJH2,Tanvi Qureshi,SalesEdge Premium,ICICI Bank,Prospecting,2024-07-15,2024-08-27,16467
XSOSKLYN,Aisha Shetty,SalesEdge Premium,Godrej,Prospecting,2024-09-14,2025-02-08,8855
QW6XEDXK,Vivaan Menon,TrackPro,Flipkart,Won,2023-10-04,2024-04-08,14440
PYAEZ983,Ira Banerjee,TrackPro,Marico,Prospecting,2022-12-01,2023-05-26,11179
DWYPAA3U,Myra Bhatt,BizCRM Pro,L&T,Lost,2023-09-27,2023-11-25,16505
DVPHNYEW,Meera Kapoor,BizCRM Pro,ICICI Bank,Negotiation,2022-05-04,2022-06-17,5855
05JFNV7U,Rohan Pillai,SalesEdge Premium,L&T,Negotiation,2023-11-29,2024-01-02,15895
TUCYXQRR,Vivaan Bhatt,FinSuite Advanced,Air India,Lost,2023-01-18,2023-03-07,11848
1QEDOGTX,Vihaan Verma,FinSuite Basic,Tata Motors,Won,2024-12-22,2025-04-18,13828
Y6I5D5R7,Diya Banerjee,BizCRM Pro,Infosys,Negotiation,2024-01-09,2024-07-25,3603
QD06RMHD,Rohan Menon,BizCRM Pro,Godrej,Lost,2024-04-11,2024-08-21,4271
LRS7BMQV,Vihaan Chatterjee,BizCRM Lite,ICICI Bank,Prospecting,2022-06-03,2022-09-20,6837
MLQEBNW7,Arjun Das,FinSuite Basic,Air India,Prospecting,2022-11-06,2023-03-14,18767
Z7JAZ3SA,Ishaan Banerjee,SalesEdge Premium,Wipro,Lost,2023-08-05,2023-10-23,18244
ROS98V51,Ananya Chatterjee,SalesEdge Premium,L&T,Prospecting,2022-11-12,2023-04-25,1188
ZDC3I3QA,Aisha Pillai,FinSuite Advanced,Wipro,Won,2024-07-04,2024-12-04,10517
3J21W4KO,Vihaan Patel,BizCRM Lite,Tata Motors,Lost,2024-02-17,2024-03-09,18472
O1YN0W69,Riya Chatterjee,FinSuite Basic,Wipro,Proposal,2024-07-01,2024-12-02,15451
K2X3GWMM,Ishaan Desai,FinSuite Basic,Infosys,Prospecting,2023-10-21,2024-02-23,9930
ECTFBGSI,Riya Pillai,TrackPro,Asian Paints,Negotiation,2024-07-26,2024-11-04,190
PTY6KXMA,Ira Patel,TrackPro,Flipkart,Prospecting,2022-08-02,2023-02-11,14664
TABGSIE0,Kavya Pillai,TrackPro,HDFC Bank,Proposal,2024-08-03,2024-08-21,18121
JRSTNSW3,Riya Pillai,TrackPro,ICICI Bank,Won,2022-04-11,2022-08-20,16611
9R1K4WEK,Tanvi Mohanty,Market360,Aditya Birla Group,Lost,2024-04-14,2024-10-07,15622
HV6YX97A,Myra Menon,BizCRM Pro,Infosys,Prospecting,2022-05-13,2022-09-15,10645
HROGG6IC,Meera Shetty,SalesEdge Premium,L&T,Negotiation,2022-04-16,2022-08-15,17449
DQI8XHL3,Krishna Das,Market360,Godrej,Proposal,2023-03-08,2023-09-07,5453
WALVWCH9,Ira Menon,FinSuite Basic,Flipkart,Negotiation,2024-04-17,2024-05-23,12025
624ZZTG8,Krishna Bhatt,FinSuite Basic,Tata Motors,Negotiation,2023-03-23,2023-08-13,4666
2D5XFP79,Myra Qureshi,BizCRM Lite,ICICI Bank,Negotiation,2023-11-29,2024-05-03,6660
G9IO9AP2,Saanvi Khan,TrackPro,ICICI Bank,Won,2024-03-02,2024-03-24,3039
7VP4CU7M,Ira Mohanty,Market360,HDFC Bank,Negotiation,2024-09-12,2025-01-29,8759
2V35PP7W,Siddharth Banerjee,SalesEdge Premium,Infosys,Negotiation,2022-06-05,2022-08-19,17443
9B25MH42,Vivaan Desai,BizCRM Lite,Godrej,Won,2024-01-30,2024-03-31,15188
RPHN3EHL,Arjun Sharma,TrackPro,Godrej,Negotiation,2023-12-01,2024-06-17,18072
3XBQH5JU,Ishaan Reddy,FinSuite Basic,ICICI Bank,Negotiation,2024-02-07,2024-05-20,18101
2KOPQC4U,Vivaan Das,FinSuite Basic,L&T,Lost,2023-11-19,2024-05-23,19790
VD3U1HU5,Vihaan Shetty,BizCRM Pro,ICICI Bank,Prospecting,2024-04-05,2024-06-21,13663
MY5Z215P,Vihaan Shetty,BizCRM Pro,Flipkart,Prospecting,2024-01-20,2024-02-23,283
NKUTCSK0,Aditya Rout,BizCRM Lite,Flipkart,Lost,2024-03-28,2024-05-28,18116
OULBS3R9,Saanvi Banerjee,BizCRM Pro,ICICI Bank,Proposal,2023-10-07,2023-11-06,11319
Z6OC040C,Rohan Bhatt,BizCRM Lite,Wipro,Negotiation,2022-10-17,2022-11-18,18846
DPQT167G,Riya Yadav,FinSuite Advanced,Infosys,Proposal,2023-11-16,2024-01-11,3133
Z6M3B5F8,Meera Patel,SalesEdge Premium,ICICI Bank,Prospecting,2023-09-13,2023-10-09,8440
J150EAF9,Tanvi Patel,SalesEdge Premium,ICICI Bank,Negotiation,2024-07-18,2025-01-02,11543
XAEGU1HV,Aisha Banerjee,TrackPro,Flipkart,Prospecting,2024-01-17,2024-08-02,12793
TSBSNC9U,Saanvi Pillai,TrackPro,Godrej,Won,2022-01-08,2022-02-11,7803
C9J9JP1Q,Aarav Sharma,FinSuite Advanced,Marico,Lost,2022-12-24,2023-03-25,8872
9D0SVYBR,Ishaan Patel,BizCRM Lite,Asian Paints,Proposal,2023-06-24,2023-08-08,13346
GDN97P58,Riya Rout,Market360,Mahindra,Proposal,2023-11-15,2024-04-18,2460
AIXUMSFJ,Rohan Verma,BizCRM Lite,Infosys,Lost,2023-10-27,2024-02-19,1600
C5HGXZTO,Meera Kapoor,FinSuite Advanced,Reliance Retail,Negotiation,2022-02-08,2022-02-27,4094
NMOKF160,Farhan Chatterjee,TrackPro,L&T,Negotiation,2024-05-16,2024-07-13,6989
C2XSYFH7,Aarav Kapoor,BizCRM Lite,Tata Motors,Won,2024-04-12,2024-10-15,2772
UUBA743W,Aditya Shetty,Market360,Mahindra,Negotiation,2023-03-15,2023-08-28,18796
S8M17FU4,Farhan Qureshi,BizCRM Pro,Air India,Negotiation,2023-08-19,2023-10-04,15072
1Y4FWXUY,Arjun Nair,Market360,Marico,Proposal,2024-04-10,2024-06-18,17890
321786A9,Aisha Pillai,TrackPro,Wipro,Won,2023-02-28,2023-04-26,4691
Q9HH8UPD,Vihaan Verma,FinSuite Basic,Flipkart,Prospecting,2024-07-27,2024-08-12,10211
7SFVUGZP,Tanvi Rout,FinSuite Basic,ICICI Bank,Prospecting,2023-10-19,2024-01-08,2622
TN8M58XH,Aditya Das,FinSuite Advanced,ICICI Bank,Won,2022-09-21,2022-10-24,6839
Q2BOWTTH,Aarav Reddy,FinSuite Advanced,Asian Paints,Won,2022-08-09,2023-02-07,743
V8OEQ6YQ,Aditya Yadav,SalesEdge Premium,Air India,Lost,2023-12-24,2024-05-29,17313
POJ7WHTZ,Vivaan Nair,Market360,Godrej,Proposal,2022-01-06,2022-05-21,9175
SEK0O8ME,Rohan Pillai,Market360,L&T,Prospecting,2023-02-15,2023-06-22,16430
3K03J7KZ,Myra Nair,BizCRM Lite,Reliance Retail,Lost,2023-03-20,2023-04-24,9589
FQUIDWKM,Diya Bhatt,FinSuite Advanced,HDFC Bank,Prospecting,2022-11-25,2023-04-10,5799
ZCLU2YHU,Riya Nair,SalesEdge Premium,L&T,Lost,2024-11-01,2024-11-21,246
UE9S657M,Ishaan Rout,Market360,Infosys,Proposal,2022-02-13,2022-05-17,7411
6GOI9KEX,Krishna Khan,TrackPro,HDFC Bank,Won,2023-12-01,2023-12-24,8085
E2OETTPS,Myra Chatterjee,BizCRM Pro,Air India,Proposal,2022-06-30,2022-11-24,4039
DIRVA9TI,Arjun Rout,BizCRM Pro,Wipro,Negotiation,2022-09-24,2022-12-25,6882
Y1WI09BW,Myra Desai,BizCRM Lite,Wipro,Negotiation,2023-04-16,2023-05-19,5175
PRHD8U4P,Siddharth Kapoor,FinSuite Advanced,Aditya Birla Group,Won,2023-05-20,2023-10-27,14171
KH1RSH8K,Riya Verma,FinSuite Basic,Reliance Retail,Won,2023-09-16,2023-12-02,11619
R3Y3MRUH,Siddharth Rout,BizCRM Lite,Aditya Birla Group,Won,2024-01-04,2024-03-25,445
93GGKR7R,Arjun Bhatt,TrackPro,Asian Paints,Proposal,2024-11-06,2024-11-17,4457
EPTH08T4,Kavya Menon,BizCRM Pro,Mahindra,Prospecting,2024-05-12,2024-07-10,17730
GOTPK7Z8,Krishna Qureshi,TrackPro,HDFC Bank,Proposal,2024-08-15,2025-01-06,16444
DO22KLL2,Aditya Sharma,SalesEdge Premium,ICICI Bank,Proposal,2023-04-12,2023-04-24,2875
GC44J1JM,Meera Shetty,BizCRM Lite,Asian Paints,Negotiation,2023-04-03,2023-08-26,9763
W7L99854,Arjun Mohanty,BizCRM Pro,HDFC Bank,Negotiation,2023-08-31,2023-10-28,6993
EP830OYB,Vivaan Desai,BizCRM Pro,Marico,Proposal,2022-02-07,2022-08-17,9972
J4EQGA8O,Riya Yadav,FinSuite Basic,ICICI Bank,Negotiation,2022-10-15,2023-03-08,14397
MNE7WXG1,Aisha Bhatt,BizCRM Pro,Mahindra,Negotiation,2022-11-17,2023-01-14,18087
2YI2UAN0,Vihaan Verma,FinSuite Advanced,Tata Motors,Negotiation,2024-07-14,2024-12-23,2418
AVOBX1RB,Aarav Pillai,TrackPro,Mahindra,Lost,2022-07-06,2022-08-29,8023
IDCI4FZG,Diya Khan,FinSuite Basic,Asian Paints,Lost,2023-09-10,2024-02-05,14679
HJVHXC50,Aditya Shetty,TrackPro,ICICI Bank,Proposal,2023-12-01,2024-01-14,10664
RC6V4P3W,Ishaan Iyer,FinSuite Basic,Godrej,Lost,2024-01-06,2024-07-02,16542
9Z203X0G,Aisha Shetty,FinSuite Advanced,Flipkart,Prospecting,2024-07-28,2024-11-01,17875
Y47XUMTV,Farhan Chatterjee,FinSuite Advanced,Wipro,Won,2022-01-10,2022-03-01,12034
KRRAVIOS,Meera Das,FinSuite Advanced,Wipro,Negotiation,2022-05-28,2022-12-13,15396
Q3SJLPEM,Ishaan Bhatt,FinSuite Advanced,Asian Paints,Prospecting,2022-04-08,2022-06-30,3002
5HBX9WOW,Riya Yadav,Market360,L&T,Won,2023-03-05,2023-07-26,18306
NGV1VUAT,Saanvi Chatterjee,TrackPro,Reliance Retail,Prospecting,2023-10-02,2023-11-23,11640
EVE8IC22,Farhan Desai,Market360,Air India,Negotiation,2023-03-13,2023-03-29,8281
8685QFVU,Saanvi Khan,SalesEdge Premium,Wipro,Proposal,2023-06-28,2023-10-28,1603
GQJSDX4E,Tanvi Chatterjee,BizCRM Lite,Marico,Proposal,2022-10-19,2022-11-07,16067
C5YQICPH,Myra Khan,BizCRM Lite,Wipro,Prospecting,2024-06-21,2024-07-20,8363
G5C78K5B,Myra Das,SalesEdge Premium,Reliance Retail,Won,2023-11-25,2024-04-10,5160
6O0OTPDX,Vihaan Shetty,Market360,Marico,Won,2023-04-28,2023-11-10,5464
170QPUH8,Krishna Sharma,FinSuite Advanced,Reliance Retail,Proposal,2024-09-11,2025-03-24,13594
5AQK4O0R,Myra Kapoor,SalesEdge Premium,Aditya Birla Group,Lost,2022-04-23,2022-05-15,7366
ZNA3WJHR,Aarav Patel,BizCRM Lite,Aditya Birla Group,Negotiation,2022-07-17,2022-08-27,14360
CHDO4Y85,Aditya Rout,TrackPro,Air India,Prospecting,2022-06-22,2022-09-15,13230
UPT2N80O,Diya Kapoor,SalesEdge Premium,Aditya Birla Group,Prospecting,2024-07-21,2025-01-13,1351
IXQ1FTVM,Vivaan Verma,SalesEdge Premium,ICICI Bank,Won,2022-03-30,2022-04-28,12365
N7BUS08Q,Ira Chatterjee,SalesEdge Premium,Wipro,Lost,2022-12-05,2023-06-11,18258
52TU3AO6,Ananya Iyer,BizCRM Pro,Tata Motors,Lost,2022-01-27,2022-08-15,1391
PTQYWVV3,Vihaan Sharma,TrackPro,Aditya Birla Group,Proposal,2023-12-28,2024-03-22,1281
TP2Z6VDF,Meera Khan,BizCRM Pro,Wipro,Proposal,2024-04-07,2024-06-19,4751
SWJ35BTM,Aarav Kapoor,SalesEdge Premium,Godrej,Negotiation,2023-08-08,2023-09-16,3526
UW626DH6,Meera Verma,BizCRM Pro,Infosys,Negotiation,2024-06-01,2024-09-16,11611
32EGT9P1,Arjun Desai,FinSuite Advanced,Tata Motors,Lost,2024-04-22,2024-07-12,19535
UA8NLMTO,Saanvi Menon,BizCRM Lite,Aditya Birla Group,Negotiation,2024-12-18,2025-05-19,6988
13GI6SWX,Aarav Rout,SalesEdge Premium,HDFC Bank,Won,2022-02-03,2022-04-09,5067
ES7OIRC5,Meera Qureshi,TrackPro,HDFC Bank,Lost,2024-04-10,2024-07-04,8646
27HP37QQ,Myra Kapoor,TrackPro,Infosys,Prospecting,2024-11-16,2025-03-20,6221
OOWFU1IN,Aarav Chatterjee,FinSuite Advanced,ICICI Bank,Negotiation,2024-04-12,2024-09-03,10100
E2NXSHFW,Aisha Bhatt,BizCRM Lite,HDFC Bank,Won,2024-10-26,2024-11-23,17479
XXBEBWAB,Myra Nair,BizCRM Pro,Marico,Proposal,2023-02-04,2023-03-11,19733
WDDR7PAT,Ira Sharma,BizCRM Pro,Mahindra,Lost,2022-05-22,2022-08-13,15058
U0XN16BO,Arjun Reddy,FinSuite Advanced,ICICI Bank,Lost,2023-07-04,2023-11-16,5697
J7PISHBB,Aisha Bhatt,TrackPro,Aditya Birla Group,Won,2024-03-30,2024-05-23,16026
KRCDYFBN,Farhan Kapoor,TrackPro,Wipro,Proposal,2023-01-14,2023-02-28,5041
X9L1BKAU,Meera Kapoor,SalesEdge Premium,Asian Paints,Prospecting,2022-06-25,2022-08-31,11430
2WMBKZ5H,Vivaan Pillai,FinSuite Advanced,Wipro,Won,2023-01-09,2023-07-02,19059
MO4STVP3,Kavya Menon,TrackPro,ICICI Bank,Lost,2024-10-06,2025-01-06,6258
TMFBB10U,Aisha Menon,SalesEdge Premium,Asian Paints,Won,2023-04-11,2023-08-08,5209
P1PTN7FH,Krishna Mohanty,BizCRM Pro,Marico,Negotiation,2022-08-22,2022-10-31,1982
M1YUQ1OJ,Krishna Yadav,BizCRM Pro,Mahindra,Negotiation,2024-05-10,2024-10-23,15915
LD8QUUHO,Saanvi Desai,SalesEdge Premium,Infosys,Proposal,2022-05-22,2022-11-21,5382
FRFNMOW5,Diya Menon,Market360,Infosys,Negotiation,2024-01-20,2024-06-10,6005
WG7PNKUL,Tanvi Verma,TrackPro,Wipro,Won,2023-05-19,2023-09-22,18420
2KW2QQLP,Tanvi Qureshi,SalesEdge Premium,Aditya Birla Group,Lost,2024-08-21,2024-09-07,13058
DI03J7F0,Riya Bhatt,BizCRM Pro,ICICI Bank,Prospecting,2024-10-04,2025-02-23,5011
CV707EVZ,Siddharth Iyer,FinSuite Advanced,Aditya Birla Group,Won,2023-01-14,2023-05-02,2981
3L2CJGFF,Vihaan Yadav,BizCRM Pro,L&T,Lost,2023-04-03,2023-05-14,19351
3RSC0IAU,Krishna Banerjee,FinSuite Advanced,HDFC Bank,Proposal,2024-02-11,2024-08-20,10087
X4FJOMW9,Riya Mohanty,BizCRM Lite,Reliance Retail,Lost,2024-12-09,2025-06-09,4300
43JYAVB0,Myra Iyer,FinSuite Advanced,Aditya Birla Group,Lost,2023-06-22,2023-08-03,1059
LCXC3V7P,Tanvi Patel,SalesEdge Premium,HDFC Bank,Lost,2023-08-26,2024-01-05,6768
RWWWS3OA,Vivaan Qureshi,Market360,HDFC Bank,Negotiation,2022-10-08,2022-12-14,9985
WA8TX33D,Kavya Khan,FinSuite Advanced,Aditya Birla Group,Negotiation,2023-05-31,2023-10-27,3552
XC5W49VV,Ishaan Sharma,TrackPro,Air India,Lost,2024-02-19,2024-07-05,15794
IXNGIEIK,Saanvi Verma,BizCRM Lite,Aditya Birla Group,Prospecting,2023-07-11,2024-01-01,18337
1J8P8M8C,Ira Shetty,FinSuite Advanced,Flipkart,Lost,2023-11-16,2024-01-24,19614
